"Region","Season","Habitat","Site","Family","Predator Species","TL","Prey Item Species","Prey item","Number","Condition Index","Volume","Percent Content","Prey Item Trophic Level","Notes"
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",232,"Digestate","Digestate",1,"IV",0.75,30.2419354839,1,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",262,"Digestate","Digestate",1,"IV",0.2,11.4285714286,1,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",460,"Digestate","Digestate",1,"IV",7.7,62.6016260163,1,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",593,"Digestate","Digestate",1,"IV",7,36.8421052632,1,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",625,"Digestate","Digestate",1,"IV",7,98.5915492958,1,
"Lower","Fall","Marsh",1,"Sciaenidae","Bairdiella chrysoura",183,"Digestate","Digestate",1,"IV",0.05,83.3333333333,1,
"Upper","Fall","Reef",2,"Sciaenidae","Bairdiella chrysoura",175,"Digestate","Digestate",1,"IV",0.01,100,1,
"Upper","Winter","Non-Veg ",1,"Sciaenidae","Bairdiella chrysoura",171,"Digestate","Digestate",1,"IV",0.2,40,1,
"Lower","Summer","Marsh",1,"Carangidae ","Caranx hippos",141,"Digestate","Digestate",1,"IV",0.2,20,1,
"Lower","Summer","Non-Veg ",1,"Carangidae ","Caranx hippos",148,"Digestate","Digestate",1,"IV",1,99.5024875622,1,
"Lower","Summer","Non-Veg ",1,"Carangidae ","Caranx hippos",155,"Digestate","Digestate",1,"IV",1,90.9090909091,1,
"Lower","Summer","Reef",1,"Carangidae ","Caranx hippos",146,"Digestate","Digestate",1,"IV",0.2,47.619047619,1,
"Lower","Summer","Reef",1,"Carangidae ","Caranx hippos",175,"Digestate","Digestate",1,"IV",0.1,5.7142857143,1,
"Lower","Summer","Reef",2,"Carcharhinidae","Carcharhinus limbatus",606,"Digestate","Digestate",1,"IV",0.1,3.8461538462,1,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Cynoscion arenarius",268,"Digestate","Digestate",1,"IV",0.5,29.4117647059,1,
"Lower","Fall","Reef",1,"Sciaenidae","Cynoscion arenarius",220,"Digestate","Digestate",1,"IV",0.2,36.3636363636,1,
"Lower","Spring","Reef",2,"Sciaenidae","Cynoscion arenarius",216,"Digestate","Digestate",1,"IV",0.1,22.2222222222,1,
"Lower","Spring","Reef",2,"Sciaenidae","Cynoscion arenarius",227,"Digestate","Digestate",1,"IV",0.2,33.3333333333,1,
"Lower","Summer","Reef",2,"Sciaenidae","Cynoscion arenarius",272,"Digestate","Digestate",1,"IV",0.25,100,1,
"Lower","Summer","Reef",2,"Sciaenidae","Cynoscion arenarius",340,"Digestate","Digestate",1,"IV",0.77,40.1041666667,1,
"Lower","Summer","Reef",1,"Sciaenidae","Cynoscion nebulosus",438,"Digestate","Digestate",1,"IV",1,50,1,
"Lower","Summer","Reef",1,"Sciaenidae","Cynoscion nebulosus",440,"Digestate","Digestate",1,"IV",0.2,2.9411764706,1,
"Lower","Summer","Reef",2,"Sciaenidae","Cynoscion nebulosus",231,"Digestate","Digestate",1,"IV",0.4,21.0526315789,1,
"Upper","Summer","Marsh",2,"Sciaenidae","Cynoscion nebulosus",261,"Digestate","Digestate",1,"IV",0.07,14.8936170213,1,
"Upper","Spring","Marsh",2,"Dasyatidae","Dasyatis sabina",137,"Digestate","Digestate",1,"IV",0.8,37.7358490566,1,
"Upper","Summer","Non-Veg ",2,"Elopidae","Elops saurus",348,"Digestate","Digestate",1,"IV",0.35,100,1,
"Lower","Fall","Non-Veg ",1,"Sparidae","Lagodon rhomboides",126,"Digestate","Digestate",1,"IV",0.05,50,1,
"Lower","Fall","Marsh",2,"Sciaenidae","Leiostomus xanthurus",170,"Digestate","Digestate",1,"IV",0.01,66.6666666667,1,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",152,"Digestate","Digestate",1,"IV",0.02,100,1,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",153,"Digestate","Digestate",1,"IV",0.02,100,1,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",160,"Digestate","Digestate",1,"IV",0.01,100,1,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",195,"Digestate","Digestate",1,"IV",0.02,66.6666666667,1,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Leiostomus xanthurus",159,"Digestate","Digestate",1,"IV",0.01,100,1,
"Lower","Fall","Reef",1,"Sciaenidae","Leiostomus xanthurus",179,"Digestate","Digestate",1,"IV",0.01,100,1,
"Lower","Fall","Reef",1,"Sciaenidae","Leiostomus xanthurus",185,"Digestate","Digestate",1,"IV",0.02,100,1,
"Lower","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",178,"Digestate","Digestate",1,"IV",0.005,100,1,
"Lower","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",180,"Digestate","Digestate",1,"IV",0.01,100,1,
"Lower","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",183,"Digestate","Digestate",1,"IV",0.04,100,1,
"Lower","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",188,"Digestate","Digestate",1,"IV",0.02,100,1,
"Lower","Winter","Reef",2,"Sciaenidae","Leiostomus xanthurus",160,"Digestate","Digestate",1,"IV",0.08,100,1,
"Upper","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",155,"Digestate","Digestate",1,"IV",0.01,100,1,
"Upper","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",159,"Digestate","Digestate",1,"IV",0.03,100,1,
"Upper","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",163,"Digestate","Digestate",1,"IV",0.04,100,1,
"Upper","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",197,"Digestate","Digestate",1,"IV",0.03,100,1,
"Upper","Fall","Reef",1,"Sciaenidae","Leiostomus xanthurus",157,"Digestate","Digestate",1,"IV",0.01,100,1,
"Upper","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",152,"Digestate","Digestate",1,"IV",0.001,100,1,
"Upper","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",161,"Digestate","Digestate",1,"IV",0.001,100,1,
"Upper","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",165,"Digestate","Digestate",1,"IV",0.002,100,1,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",221,"Digestate","Digestate",1,"IV",0.1,23.8095238095,1,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",200,"Digestate","Digestate",1,"IV",0.3,100,1,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",209,"Digestate","Digestate",1,"IV",1,83.3333333333,1,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",213,"Digestate","Digestate",1,"IV",1.1,73.3333333333,1,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",215,"Digestate","Digestate",1,"IV",0.22,100,1,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",217,"Digestate","Digestate",1,"IV",1.5,100,1,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",228,"Digestate","Digestate",1,"IV",2.4,96.7741935484,1,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",230,"Digestate","Digestate",1,"IV",0.2,66.6666666667,1,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",241,"Digestate","Digestate",1,"IV",0.1,55.5555555556,1,
"Lower","Fall","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",273,"Digestate","Digestate",1,"IV",1.3,50,1,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",197,"Digestate","Digestate",1,"IV",0.6,92.3076923077,1,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",200,"Digestate","Digestate",1,"IV",0.4,83.3333333333,1,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",201,"Digestate","Digestate",1,"IV",1.2,63.1578947368,1,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",204,"Digestate","Digestate",1,"IV",0.7,54.6875,1,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",212,"Digestate","Digestate",1,"IV",0.5,86.2068965517,1,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",219,"Digestate","Digestate",1,"IV",2,68.9655172414,1,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",220,"Digestate","Digestate",1,"IV",0.3,29.4117647059,1,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",225,"Digestate","Digestate",1,"IV",0.7,70,1,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",242,"Digestate","Digestate",1,"IV",0.2,38.4615384615,1,
"Lower","Spring","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",270,"Digestate","Digestate",1,"IV",0.2,71.4285714286,1,
"Lower","Spring","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",230,"Digestate","Digestate",1,"IV",0.1,92.5925925926,1,
"Lower","Summer","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",215,"Digestate","Digestate",1,"IV",0.3,28.5714285714,1,
"Upper","Fall","Marsh",2,"Sciaenidae","Menticirrhus littoralis",203,"Digestate","Digestate",1,"IV",0.1,100,1,
"Upper","Spring","Reef",1,"Sciaenidae","Menticirrhus littoralis",270,"Digestate","Digestate",1,"IV",0.08,2.5974025974,1,
"Lower","Summer","Reef",2,"Sciaenidae","Micropogonias undulatus",174,"Digestate","Digestate",1,"IV",0.1,11.1111111111,1,
"Lower","Summer","Reef",2,"Sciaenidae","Micropogonias undulatus",175,"Digestate","Digestate",1,"IV",0.1,83.3333333333,1,
"Lower","Summer","Reef",2,"Sciaenidae","Micropogonias undulatus",176,"Digestate","Digestate",1,"IV",0.2,30.7692307692,1,
"Lower","Fall","Reef",2,"Haemulidae","Orthopristis chrysoptera",163,"Digestate","Digestate",1,"IV",0.02,100,1,
"Lower","Fall","Non-Veg ",1,"Stromateidae","Peprilus paru",76,"Digestate","Digestate",1,"IV",0.2,100,1,
"Lower","Summer","Non-Veg ",2,"Stromateidae","Peprilus paru",213,"Digestate","Digestate",1,"IV",0.1,100,1,
"Upper","Summer","Reef",1,"Stromateidae","Peprilus paru",166,"Digestate","Digestate",1,"IV",0.05,100,1,
"Lower","Fall","Marsh",1,"Sciaenidae","Pogonias cromis",370,"Digestate","Digestate",1,"IV",0.1,19.5694716243,1,
"Lower","Fall","Marsh",2,"Sciaenidae","Pogonias cromis",306,"Digestate","Digestate",1,"IV",0.6,86.9565217391,1,
"Lower","Fall","Marsh",2,"Sciaenidae","Pogonias cromis",322,"Digestate","Digestate",1,"IV",0.2,84.0336134454,1,
"Upper","Fall","Marsh",1,"Sciaenidae","Pogonias cromis",296,"Digestate","Digestate",1,"IV",0.6,100,1,
"Upper","Spring","Marsh",2,"Sciaenidae","Pogonias cromis",357,"Digestate","Digestate",1,"IV",0.2,48.7804878049,1,
"Lower","Fall","Marsh",1,"Sciaenidae","Sciaenops ocellatus",420,"Digestate","Digestate",1,"IV",0.4,3.2520325203,1,
"Lower","Fall","Marsh",2,"Sciaenidae","Sciaenops ocellatus",355,"Digestate","Digestate",1,"IV",0.5,8.8809946714,1,
"Lower","Spring","Reef",1,"Scombridae","Scomberomorus maculatus",560,"Digestate","Digestate",1,"IV",0.4,65.5737704918,1,
"Lower","Spring","Reef",2,"Scombridae","Scomberomorus maculatus",534,"Digestate","Digestate",1,"IV",0.08,80,1,
"Lower","Summer","Non-Veg ",1,"Sphyrnidae","Sphyrna tiburo",600,"Digestate","Digestate",1,"IV",0.8,3.4557235421,1,
"Lower","Summer","Non-Veg ",1,"Sphyrnidae","Sphyrna tiburo",629,"Digestate","Digestate",1,"IV",5,17.1526586621,1,
"Lower","Summer","Reef",1,"Sphyrnidae","Sphyrna tiburo",605,"Digestate","Digestate",1,"IV",3,10.0166944908,1,
"Lower","Summer","Reef",2,"Sphyrnidae","Sphyrna tiburo",652,"Digestate","Digestate",1,"IV",6.5,23.5081374322,1,
"Upper","Fall","Reef",2,"Ariidae","Arius felis",215,"Diptera spp.","Diptera ",1,"II",0.001,0.3558718861,2.5,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",176,"Eggs","Eggs",4,"I",0.01,3.3333333333,"?",
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",205,"Eggs","Eggs",1,"I",0.01,14.0845070423,"?",
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",224,"Eggs","Eggs",1,"I",0.02,3.5335689046,"?",
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",227,"Eggs","Eggs",30,"I",0.15,36.5853658537,"?",
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",237,"Eggs","Eggs",2,"I",0.04,10.8108108108,"?",
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",167,"Eggs","Eggs",34,"I",0.1,8.6880973067,"?",
"Lower","Fall","Marsh",2,"Sparidae","Archosargus probatocephalus",502,,"Empty",0,"NA",0,0,0,
"Lower","Spring","Reef",1,"Ariidae","Arius felis",230,,"Empty",0,"NA",0,0,0,
"Lower","Spring","Reef",2,"Ariidae","Arius felis",220,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Reef",2,"Ariidae","Arius felis",216,,"Empty",0,"NA",0,0,0,
"Lower","Spring","Reef",1,"Ariidae","Bagre marinus",397,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Non-Veg ",1,"Ariidae","Bagre marinus",553,,"Empty",0,"NA",0,0,0,
"Lower","Spring","Reef",1,"Clupeidae","Brevoortia patronus",330,,"Empty",0,"NA",0,0,0,
"Lower","Summer","Reef",1,"Clupeidae","Brevoortia patronus",164,,"Empty",0,"NA",0,0,0,
"Lower","Winter","Reef",2,"Clupeidae","Brevoortia patronus",173,,"Empty",0,"NA",0,0,0,
"Upper","Spring","Marsh",1,"Clupeidae","Brevoortia patronus",136,,"Empty",0,"NA",0,0,0,
"Upper","Spring","Marsh",2,"Clupeidae","Brevoortia patronus",148,,"Empty",0,"NA",0,0,0,
"Upper","Spring","Reef",1,"Clupeidae","Brevoortia patronus",150,,"Empty",0,"NA",0,0,0,
"Upper","Summer","Reef",2,"Carangidae ","Caranx hippos",147,,"Empty",0,"NA",0,0,0,
"Lower","Summer","Non-Veg ",2,"Carcharhinidae","Carcharhinus limbatus",407,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",1,"Sciaenidae","Cynoscion arenarius",315,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",2,"Sciaenidae","Cynoscion arenarius",314,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",2,"Sciaenidae","Cynoscion arenarius",315,,"Empty",0,"NA",0,0,0,
"Lower","Summer","Reef",2,"Sciaenidae","Cynoscion arenarius",247,,"Empty",0,"NA",0,0,0,
"Lower","Summer","Reef",2,"Sciaenidae","Cynoscion arenarius",295,,"Empty",0,"NA",0,0,0,
"Lower","Summer","Reef",2,"Sciaenidae","Cynoscion arenarius",297,,"Empty",0,"NA",0,0,0,
"Lower","Summer","Non-Veg ",1,"Sciaenidae","Cynoscion nebulosus",266,,"Empty",0,"NA",0,0,0,
"Upper","Spring","Reef",1,"Sciaenidae","Cynoscion nebulosus",465,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",140,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",150,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",152,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",159,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",175,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",186,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",187,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",189,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",195,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",195,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",2,"Sciaenidae","Leiostomus xanthurus",196,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Non-Veg ",1,"Sciaenidae","Leiostomus xanthurus",149,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Non-Veg ",2,"Sciaenidae","Leiostomus xanthurus",165,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Non-Veg ",2,"Sciaenidae","Leiostomus xanthurus",174,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Reef",1,"Sciaenidae","Leiostomus xanthurus",193,,"Empty",0,"NA",0,0,0,
"Upper","Spring","Reef",1,"Sciaenidae","Leiostomus xanthurus",173,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",2,"Sciaenidae","Menticirrhus littoralis",221,,"Empty",0,"NA",0,0,0,
"Lower","Spring","Non-Veg ",2,"Sciaenidae","Menticirrhus littoralis",202,,"Empty",0,"NA",0,0,0,
"Lower","Spring","Reef",2,"Sciaenidae","Menticirrhus littoralis",233,,"Empty",0,"NA",0,0,0,
"Lower","Summer","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",230,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Marsh",2,"Mugilidae","Mugil cephalus",430,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Non-Veg ",2,"Polynemidae","Polydactylus octonemus",179,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",1,"Polynemidae","Polydactylus octonemus",185,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",2,"Polynemidae","Polydactylus octonemus",176,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",2,"Polynemidae","Polydactylus octonemus",177,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Reef",2,"Polynemidae","Polydactylus octonemus",180,,"Empty",0,"NA",0,0,0,
"Lower","Spring","Reef",2,"Polynemidae","Polydactylus octonemus",155,,"Empty",0,"NA",0,0,0,
"Lower","Winter","Reef",1,"Polynemidae","Polydactylus octonemus",165,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Non-Veg ",1,"Polynemidae","Polydactylus octonemus",167,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Non-Veg ",1,"Polynemidae","Polydactylus octonemus",180,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Non-Veg ",2,"Polynemidae","Polydactylus octonemus",168,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Non-Veg ",2,"Polynemidae","Polydactylus octonemus",190,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Non-Veg ",2,"Polynemidae","Polydactylus octonemus",192,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Non-Veg ",2,"Polynemidae","Polydactylus octonemus",194,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Non-Veg ",2,"Polynemidae","Polydactylus octonemus",195,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Reef",1,"Polynemidae","Polydactylus octonemus",184,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Reef",1,"Polynemidae","Polydactylus octonemus",187,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Reef",2,"Polynemidae","Polydactylus octonemus",167,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Reef",2,"Polynemidae","Polydactylus octonemus",173,,"Empty",0,"NA",0,0,0,
"Upper","Spring","Marsh",2,"Pomatomidae","Pomatomus saltatrix",183,,"Empty",0,"NA",0,0,0,
"Lower","Fall","Marsh",2,"Sciaenidae","Sciaenops ocellatus",424,,"Empty",0,"NA",0,0,0,
"Upper","Fall","Marsh",2,"Sciaenidae","Sciaenops ocellatus",479,,"Empty",0,"NA",0,0,0,
"Upper","Summer","Non-Veg ",1,"Scombridae","Scomberomorus maculatus",539,,"Empty",0,"NA",0,0,0,
"Lower","Spring","Reef",1,"Ariidae","Arius felis",242,"Ensis minor","Ensis minor",1,"II",1.2,99.173553719,2.055,
"Upper","Spring","Marsh",2,"Sciaenidae","Pogonias cromis",357,"Ensis minor","Ensis minor",1,"III",0.2,48.7804878049,2.055,
"Upper","Fall","Reef",2,"Ariidae","Arius felis",224,"Ergasilus sp.","Ergasilus sp.",1,"I",0.005,1.4450867052,2.1,
"Lower","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",224,"Erichsonella spp.","Erichsonella",1,"I",0.008,0.7707129094,2.1,
"Lower","Fall","Marsh",1,"Sciaenidae","Bairdiella chrysoura",183,"Erichsonella spp.","Erichsonella",1,"I",0.01,16.6666666667,2.1,
"Upper","Fall","Marsh",1,"Ariidae","Arius felis",249,"Erichtonius brasiliensis","Erichtonius brasiliensis",4,"I",0.008,0.3795066414,2.225,
"Upper","Spring","Reef",1,"Ariidae","Arius felis",213,"Erichtonius brasiliensis","Erichtonius brasiliensis",6,"I",0.04,13.7931034483,2.225,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",167,"Erichtonius brasiliensis","Erichtonius brasiliensis",4,"I",0.004,0.3475238923,2.225,
"Upper","Summer","Marsh",1,"Ariidae","Arius felis",297,"Erichtonius brasiliensis","Erichtonius brasiliensis",1,"I",0.001,0.0552181115,2.225,
"Lower","Fall","Marsh",1,"Sciaenidae","Pogonias cromis",370,"Erichtonius brasiliensis","Erichtonius brasiliensis",10,"I",0.1,19.5694716243,2.225,
"Lower","Fall","Non-Veg ",1,"Sciaenidae","Menticirrhus littoralis",221,"Eunicidae spp.","Eunicidae ",1,"II",0.3,71.4285714286,2.51,
"Lower","Spring","Non-Veg ",1,"Sciaenidae","Cynoscion nebulosus",221,"Farfantepenaeus aztecus ","Farfantepenaeus aztecus ",1,"I",2.5,100,2.6425,
"Lower","Fall","Reef",1,"Ariidae","Bagre marinus",406,"Actinopterygii spp.","Fish",1,"II",25,96.1538461538,3.24,
"Upper","Spring","Reef",1,"Ariidae","Bagre marinus",427,"Actinopterygii spp.","Fish",1,"II",0.5,6.5789473684,3.24,
"Lower","Summer","Reef",1,"Sciaenidae","Cynoscion nebulosus",440,"Actinopterygii spp.","Fish",1,"II",6.6,97.0588235294,3.24,
"Upper","Fall","Marsh",2,"Sciaenidae","Sciaenops ocellatus",426,"Actinopterygii spp.","Fish",1,"II",1.2,100,3.24,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",224,"Actinopterygii spp.","Fish bone",1,"IV",0.008,1.4134275618,3.24,
"Upper","Fall","Non-Veg ",2,"Ariidae","Arius felis",267,"Actinopterygii spp.","Fish bone",1,"III",0.15,1.9342359768,3.24,
"Upper","Spring","Non-Veg ",1,"Ariidae","Arius felis",275,"Actinopterygii spp.","Fish bone",2,"III",0.02,2.2471910112,3.24,
"Lower","Fall","Reef",1,"Ariidae","Bagre marinus",546,"Actinopterygii spp.","Fish bone",1,"III",0.08,1.5151515152,3.24,
"Lower","Fall","Reef",2,"Ariidae","Bagre marinus",540,"Actinopterygii spp.","Fish bone",1,"IV",2,3.169320973,3.24,
"Lower","Spring","Reef",2,"Ariidae","Bagre marinus",440,"Actinopterygii spp.","Fish bone",1,"III",0.4,17.1673819742,3.24,
"Lower","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",243,"Actinopterygii spp.","Fish bone",1,"IV",0.1,7.2939460248,3.24,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",591,"Actinopterygii spp.","Fish bone",1,"IV",18,51.6944284894,3.24,
"Upper","Spring","Non-Veg ",2,"Ariidae","Bagre marinus",590,"Actinopterygii spp.","Fish bone",1,"III",0.1,0.7462686567,3.24,
"Upper","Spring","Reef",2,"Ariidae","Bagre marinus",515,"Actinopterygii spp.","Fish bone",1,"IV",0.7,17.4129353234,3.24,
"Upper","Spring","Reef",2,"Ariidae","Bagre marinus",574,"Actinopterygii spp.","Fish bone",1,"IV",0.4,37.037037037,3.24,
"Upper","Summer","Non-Veg ",1,"Ariidae","Bagre marinus",394,"Actinopterygii spp.","Fish bone",2,"III",1,55.5555555556,3.24,
"Upper","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",235,"Actinopterygii spp.","Fish bone",1,"III",0.15,28.3018867925,3.24,
"Upper","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",539,"Actinopterygii spp.","Fish bone",1,"III",2,26.9541778976,3.24,
"Upper","Summer","Reef",1,"Ariidae","Bagre marinus",502,"Actinopterygii spp.","Fish bone",1,"III",0.05,0.6914672936,3.24,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",460,"Actinopterygii spp.","Fish bone",1,"III",0.5,4.0650406504,3.24,
"Upper","Summer","Reef",2,"Ariidae","Bagre marinus",593,"Actinopterygii spp.","Fish bone",2,"III",2,10.5263157895,3.24,
"Lower","Summer","Non-Veg ",1,"Carangidae ","Caranx hippos",148,"Actinopterygii spp.","Fish bone",1,"IV",0.005,0.4975124378,3.24,
"Lower","Summer","Non-Veg ",1,"Carangidae ","Caranx hippos",155,"Actinopterygii spp.","Fish bone",1,"IV",0.1,9.0909090909,3.24,
"Lower","Spring","Non-Veg ",1,"Ariidae","Arius felis",212,"Actinopterygii spp.","Fish Eyeball",3,"III",0.02,9.0909090909,3.24,
"Upper","Fall","Reef",2,"Ariidae","Arius felis",215,"Actinopterygii spp.","Fish Eyeball",1,"III",0.01,3.5587188612,3.24,
"Upper","Summer","Marsh",2,"Ariidae","Arius felis",365,"Actinopterygii spp.","Fish Eyeball",1,"III",0.008,0.0492975105,3.24,
"Lower","Fall","Non-Veg ",1,"Ariidae","Bagre marinus",415,"Actinopterygii spp.","Fish Eyeball",4,"III",0.02,0.2429543246,3.24,
"Lower","Fall","Reef",1,"Ariidae","Bagre marinus",496,"Actinopterygii spp.","Fish Eyeball",6,"III",0.4,6.6225165563,3.24,
"Lower","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",295,"Actinopterygii spp.","Fish Eyeball",5,"III",0.01,0.8064516129,3.24,
"Lower","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",297,"Actinopterygii spp.","Fish Eyeball",14,"III",0.05,0.946969697,3.24,
"Lower","Spring","Reef",1,"Ariidae","Bagre marinus",259,"Actinopterygii spp.","Fish Eyeball",10,"III",0.05,2.1276595745,3.24,
"Lower","Summer","Non-Veg ",2,"Ariidae","Bagre marinus",243,"Actinopterygii spp.","Fish Eyeball",1,"III",0.001,0.0729394602,3.24,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",459,"Actinopterygii spp.","Fish Eyeball",2,"II",0.02,0.5347593583,3.24,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",533,"Actinopterygii spp.","Fish Eyeball",8,"III",0.1,6.4516129032,3.24,
"Upper","Spring","Non-Veg ",1,"Ariidae","Bagre marinus",545,"Actinopterygii spp.","Fish Eyeball",5,"III",0.2,1.6326530612,3.24,
"Upper","Spring","Non-Veg ",2,"Ariidae","Bagre marinus",451,"Actinopterygii spp.","Fish Eyeball",2,"III",0.08,2.2346368715,3.24,
