Season,Month,Day,Year,Region,Habitat,Site,Predator Family,Predator Species,TL (mm),Call #,Stomach Fullness Index,Prey Item Phylum (Division),Prey Item Class,Prey Item Order, Prey Item Family,Prey item,Number,Condition Index,Volume (ml??),Percent Content
Summer,7,24,2006,Lower,Reef,2,Clupeidae,Brevoortia patronus,162,141,1,Plantae,,,,Detritus,1,IV,0.0100,100.00
Summer,7,24,2006,Lower,Reef,2,Carcharhinidae,Carcharhinus limbatus,606,142,2,Vertebrata,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia patronus,1,II,2.5000,96.15
Summer,7,24,2006,Lower,Reef,2,Carcharhinidae,Carcharhinus limbatus,606,142,2,,,,,Digestate,1,IV,0.1000,3.85
Summer,7,24,2006,Lower,Reef,2,Clupeidae,Brevoortia patronus,161,143,1,Plantae,,,,Detritus,1,IV,0.0050,100.00
Summer,7,24,2006,Lower,Reef,2,Clupeidae,Brevoortia patronus,173,144,3,Plantae,,,,Detritus,1,IV,0.0200,100.00
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,480,145,3,,,,,Digestate,1,IV,5.0000,40.00
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,480,145,3,Vertebrata,Actinopterygii,Siluriformes,Ictaluridae,Ictalurid,1,I,7.5000,60.00
Fall,10,26,2006,Upper,Marsh edge,1,Sparidae,Archosargus probatocephalus,241,146,1,,,,,Digestate,1,IV,0.2000,100.00
Fall,10,26,2006,Upper,Marsh edge,1,Sciaenidae,Pogonias cromis,296,147,1,,,,,Digestate,1,IV,0.6000,100.00
Fall,10,26,2006,Upper,Marsh edge,1,Ariidae,Arius felis,249,148,2,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,2,I,0.1000,4.74
Fall,10,26,2006,Upper,Marsh edge,1,Ariidae,Arius felis,249,148,2,Arthropoda,Malacostraca,Decapoda,,Crab parts,1,III,0.6000,28.46
Fall,10,26,2006,Upper,Marsh edge,1,Ariidae,Arius felis,249,148,2,,,,,Digestate,1,IV,1.3000,61.67
Fall,10,26,2006,Upper,Marsh edge,1,Ariidae,Arius felis,249,148,2,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae�,Erichtonius brasiliensis,4,I,0.0080,0.38
Fall,10,26,2006,Upper,Marsh edge,1,Ariidae,Arius felis,249,148,2,Vertebrata,Actinopterygii,,,Fish scale,6,III,0.0200,0.95
Fall,10,26,2006,Upper,Marsh edge,1,Ariidae,Arius felis,249,148,2,Nemertea,,,,Nemertean,3,II,0.0800,3.80
Fall,10,26,2006,Upper,Marsh edge,1,Sciaenidae,Menticirrhus littoralis,215,149,1,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonetes vulgaris,1,I,0.0500,50.00
Fall,10,26,2006,Upper,Marsh edge,1,Sciaenidae,Menticirrhus littoralis,215,149,1,Chrodata,Appendicularia,,,Tunicata,1,I,0.0500,50.00
Fall,10,26,2006,Upper,Marsh edge,1,Sciaenidae,Cynoscion nebulosus,265,150,1,Arthropoda,Malacostraca,Decapoda,Peneaidae,Penaeid shrimp,1,I,0.4000,100.00
Fall,10,26,2006,Upper,Marsh edge,2,Mugilidae,Mugil cephalus,430,151,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Marsh edge,2,Sciaenidae,Menticirrhus littoralis,203,152,1,,,,,Digestate,1,IV,0.1000,100.00
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,210,153,3,Arthropoda,Arachnida,Araneae,,Araneae,1,I,0.0500,5.56
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,210,153,3,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,1,III,0.1000,11.11
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,210,153,3,,,,,Digestate,1,IV,0.3000,33.33
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,210,153,3,Vertebrata,Actinopterygii,,,Fish scale,1,III,0.1000,11.11
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,210,153,3,Mollusca,Gastropoda,,,Gastropod operculum,6,III,0.0100,1.11
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,210,153,3,Arthropoda,insecta,,,Insect parts,2,III,0.0200,2.22
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,210,153,3,Arthropoda,Malacostraca,Mysida,,Mysidae,1,I,0.0200,2.22
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,210,153,3,Arthropoda,Malacostraca,Decapoda,Panopeidae�,Neopanope texana,2,I,0.3000,33.33
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,260,154,3,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,2,I,0.5000,40.98
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,260,154,3,,,,,Digestate,1,IV,0.3000,24.59
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,260,154,3,Vertebrata,Actinopterygii,,,Fish scale,13,III,0.4000,32.79
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,260,154,3,Mollusca,Gastropoda,,,Gastropod operculum,4,III,0.0100,0.82
Fall,10,26,2006,Upper,Marsh edge,2,Ariidae,Arius felis,260,154,3,Arthropoda,insecta,,,Insect parts,1,III,0.0100,0.82
Fall,10,26,2006,Upper,Marsh edge,2,Sciaenidae,Sciaenops ocellatus,426,155,1,Vertebrata,Actinopterygii,,,Fish,1,II,1.2000,100.00
Fall,10,26,2006,Upper,Marsh edge,2,Sciaenidae,Sciaenops ocellatus,479,156,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Non-Veg ,1,Polynemidae,Polydactylus octonemus,181,157,1,Plantae,,,,Detritus,1,IV,0.0100,100.00
Fall,10,26,2006,Upper,Non-Veg ,1,Polynemidae,Polydactylus octonemus,167,158,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Non-Veg ,1,Polynemidae,Polydactylus octonemus,193,159,1,Plantae,,,,Detritus,1,IV,0.0200,100.00
Fall,10,26,2006,Upper,Non-Veg ,1,Polynemidae,Polydactylus octonemus,174,160,1,Plantae,,,,Detritus,1,IV,0.0080,100.00
Fall,10,26,2006,Upper,Non-Veg ,1,Polynemidae,Polydactylus octonemus,180,161,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Non-Veg ,1,Clupeidae,Brevoortia patronus,155,162,2,Plantae,,,,Detritus,1,IV,0.0300,100.00
Fall,10,26,2006,Upper,Non-Veg ,1,Clupeidae,Brevoortia patronus,157,163,1,Plantae,,,,Detritus,1,IV,0.0200,100.00
Fall,10,26,2006,Upper,Non-Veg ,1,Clupeidae,Brevoortia patronus,160,164,2,Plantae,,,,Detritus,1,IV,0.0300,100.00
Fall,10,26,2006,Upper,Non-Veg ,1,Ariidae,Arius felis,244,165,2,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,1,I,0.8000,98.77
Fall,10,26,2006,Upper,Non-Veg ,1,Ariidae,Arius felis,244,165,2,Vertebrata,Actinopterygii,,,Fish scale,2,III,0.0100,1.23
Fall,10,26,2006,Upper,Non-Veg ,1,Ariidae,Arius felis,232,166,1,,,,,Digestate,1,IV,0.0080,10.00
Fall,10,26,2006,Upper,Non-Veg ,1,Ariidae,Bagre marinus,509,167,3,,,,,Digestate,1,IV,0.1000,1.92
Fall,10,26,2006,Upper,Non-Veg ,1,Ariidae,Bagre marinus,509,167,3,Vertebrata,Actinopterygii,,,Fish Tissue,1,II,1.5000,28.85
Fall,10,26,2006,Upper,Non-Veg ,1,Ariidae,Bagre marinus,509,167,3,Mollusca,Gastropoda,,,Gastropod operculum,2,III,0.1000,1.92
Fall,10,26,2006,Upper,Non-Veg ,1,Ariidae,Bagre marinus,509,167,3,Vertebrata,Actinopterygii,Siluriformes,Ictaluridae,Ictalurid,1,III,3.5000,67.31
Fall,10,26,2006,Upper,Non-Veg ,1,Ariidae,Bagre marinus,553,168,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Non-Veg ,1,Clupeidae,Brevoortia patronus,162,169,2,Plantae,,,,Detritus,1,IV,0.0300,100.00
Fall,10,26,2006,Upper,Non-Veg ,1,Sciaenidae,Leiostomus xanthurus,149,170,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Non-Veg ,1,Sciaenidae,Leiostomus xanthurus,159,171,2,,,,,Digestate,1,IV,0.0300,100.00
Fall,10,26,2006,Upper,Non-Veg ,1,Sciaenidae,Leiostomus xanthurus,155,172,1,,,,,Digestate,1,IV,0.0100,100.00
Fall,10,26,2006,Upper,Non-Veg ,1,Sciaenidae,Leiostomus xanthurus,163,173,2,,,,,Digestate,1,IV,0.0400,100.00
Fall,10,26,2006,Upper,Non-Veg ,1,Clupeidae,Brevoortia patronus,164,174,3,Plantae,,,,Detritus,1,IV,0.0300,100.00
Fall,10,26,2006,Upper,Non-Veg ,1,Sciaenidae,Leiostomus xanthurus,197,175,1,,,,,Digestate,1,IV,0.0300,100.00
Fall,10,26,2006,Upper,Non-Veg ,2,Ariidae,Arius felis,165,176,2,Arthropoda,Malacostraca,Decapoda,,Crab,1,II,0.0500,32.26
Fall,10,26,2006,Upper,Non-Veg ,2,Ariidae,Arius felis,165,176,2,,,,,Digestate,1,IV,0.0500,32.26
Fall,10,26,2006,Upper,Non-Veg ,2,Ariidae,Arius felis,165,176,2,Vertebrata,Actinopterygii,,,Fish scale,14,III,0.0500,32.26
Fall,10,26,2006,Upper,Non-Veg ,2,Ariidae,Arius felis,165,176,2,Annelida,Polychaeta,,,Polycheate tube,2,II,0.0050,3.23
Fall,10,26,2006,Upper,Non-Veg ,2,Ariidae,Arius felis,267,177,3,,,,,Digestate,1,IV,2.5000,32.24
Fall,10,26,2006,Upper,Non-Veg ,2,Ariidae,Arius felis,267,177,3,Vertebrata,Actinopterygii,,,Fish bone,1,III,0.1500,1.93
Fall,10,26,2006,Upper,Non-Veg ,2,Ariidae,Arius felis,267,177,3,Arthropoda,Malacostraca,Decapoda,Menippidae,Menippe adina,1,II,5.0000,64.47
Fall,10,26,2006,Upper,Non-Veg ,2,Ariidae,Arius felis,267,177,3,Mollusca,,,,Shell Hash,1,IV,0.0050,0.06
Fall,10,26,2006,Upper,Non-Veg ,2,Ariidae,Arius felis,267,177,3,Vertebrata,Actinopterygii,,,Fish Fin Ray,4,III,0.1000,1.29
Fall,10,26,2006,Upper,Non-Veg ,2,Sciaenidae,Leiostomus xanthurus,165,178,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Non-Veg ,2,Sciaenidae,Leiostomus xanthurus,174,179,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Non-Veg ,2,Sciaenidae,Leiostomus xanthurus,167,180,1,Plantae,,,,Detrital sediment,1,IV,0.0020,100.00
Fall,10,26,2006,Upper,Non-Veg ,2,Polynemidae,Polydactylus octonemus,192,181,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Non-Veg ,2,Polynemidae,Polydactylus octonemus,195,182,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Non-Veg ,2,Polynemidae,Polydactylus octonemus,168,183,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Non-Veg ,2,Polynemidae,Polydactylus octonemus,190,184,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Non-Veg ,2,Polynemidae,Polydactylus octonemus,194,185,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Reef,1,Clupeidae,Brevoortia patronus,161,186,1,Plantae,,,,Detritus,1,IV,0.0080,100.00
Fall,10,26,2006,Upper,Reef,1,Clupeidae,Brevoortia patronus,172,187,1,Plantae,,,,Detritus,1,IV,0.0200,100.00
Fall,10,26,2006,Upper,Reef,1,Clupeidae,Brevoortia patronus,322,188,2,Plantae,,,,Detritus,1,IV,0.0400,100.00
Fall,10,26,2006,Upper,Reef,1,Clupeidae,Brevoortia patronus,183,189,1,Plantae,,,,Detritus,1,IV,0.0200,100.00
Fall,10,26,2006,Upper,Reef,1,Polynemidae,Polydactylus octonemus,184,190,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Reef,1,Ariidae,Arius felis,221,191,1,Arthropoda,Malacostraca,Decapoda,,Decapod legs,2,II,0.0200,25.00
Fall,10,26,2006,Upper,Reef,1,Ariidae,Arius felis,221,191,1,,,,,Digestate,1,IV,0.0400,50.00
Fall,10,26,2006,Upper,Reef,1,Ariidae,Arius felis,221,191,1,Vertebrata,Actinopterygii,,,Fish scale,13,III,0.0100,12.50
Fall,10,26,2006,Upper,Reef,1,Ariidae,Arius felis,221,191,1,Mollusca,,,,Shell Hash,1,IV,0.0100,12.50
Fall,10,26,2006,Upper,Reef,1,Clupeidae,Brevoortia patronus,174,192,2,Plantae,,,,Detritus,1,IV,0.0200,100.00
Fall,10,26,2006,Upper,Reef,1,Sciaenidae,Menticirrhus littoralis,239,193,3,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,1,I,0.5000,38.46
Fall,10,26,2006,Upper,Reef,1,Sciaenidae,Menticirrhus littoralis,239,193,3,Arthropoda,Malacostraca,Decapoda,,Crab parts,1,III,0.4000,30.77
Fall,10,26,2006,Upper,Reef,1,Sciaenidae,Menticirrhus littoralis,239,193,3,Arthropoda,Malacostraca,Decapoda,Menippidae,Menippe adina,1,I,0.2500,19.23
Fall,10,26,2006,Upper,Reef,1,Sciaenidae,Menticirrhus littoralis,239,193,3,Arthropoda,Malacostraca,Decapoda,Peneaidae,Penaeid shrimp,2,II,0.1000,7.69
Fall,10,26,2006,Upper,Reef,1,Sciaenidae,Menticirrhus littoralis,239,193,3,Nemertea,,,,Nemertean,1,II,0.0500,3.85
Fall,10,26,2006,Upper,Reef,1,Sciaenidae,Leiostomus xanthurus,193,194,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Reef,1,Sciaenidae,Leiostomus xanthurus,157,195,1,,,,,Digestate,1,IV,0.0100,100.00
Fall,10,26,2006,Upper,Reef,1,Ariidae,Bagre marinus,506,196,2,Vertebrata,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia patronus,1,II,1.0000,16.39
Fall,10,26,2006,Upper,Reef,1,Ariidae,Bagre marinus,506,196,2,,,,,Digestate,1,IV,5.0000,81.97
Fall,10,26,2006,Upper,Reef,1,Ariidae,Bagre marinus,506,196,2,Arthropoda,Malacostraca,Decapoda,Peneaidae,Penaeid shrimp,1,II,0.0500,0.82
Fall,10,26,2006,Upper,Reef,1,Ariidae,Bagre marinus,506,196,2,Vertebrata,Actinopterygii,Gasterosteiformes,Sygnathidae,Sygnathus spp.,2,II,0.0500,0.82
Fall,10,26,2006,Upper,Reef,1,Polynemidae,Polydactylus octonemus,192,197,4,Plantae,,,,Sandy detritus,1,IV,0.0500,100.00
Fall,10,26,2006,Upper,Reef,1,Ariidae,Arius felis,252,198,2,Arthropoda,Malacostraca,Decapoda,Menippidae,Menippe adina,1,III,1.5000,55.56
Fall,10,26,2006,Upper,Reef,1,Ariidae,Arius felis,252,198,2,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xanthidae,1,III,1.2000,44.44
Fall,10,26,2006,Upper,Reef,1,Polynemidae,Polydactylus octonemus,187,199,1,Plantae,,,,Detritus,1,IV,0.0080,100.00
Fall,10,26,2006,Upper,Reef,1,Polynemidae,Polydactylus octonemus,187,199.1,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Reef,2,Clupeidae,Brevoortia patronus,160,200,3,Plantae,,,,Detritus,1,IV,0.0080,100.00
Fall,10,26,2006,Upper,Reef,2,Polynemidae,Polydactylus octonemus,180,201,1,Plantae,,,,Sandy detritus,1,IV,0.0010,100.00
Fall,10,26,2006,Upper,Reef,2,Polynemidae,Polydactylus octonemus,173,202,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Reef,2,Polynemidae,Polydactylus octonemus,167,203,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Reef,2,Polynemidae,Polydactylus octonemus,193,204,1,Plantae,,,,Sandy detritus,1,IV,0.0010,100.00
Fall,10,26,2006,Upper,Reef,2,Sciaenidae,Leiostomus xanthurus,165,205,1,,,,,Digestate,1,IV,0.0020,100.00
Fall,10,26,2006,Upper,Reef,2,Sciaenidae,Leiostomus xanthurus,161,206,1,,,,,Digestate,1,IV,0.0010,100.00
Fall,10,26,2006,Upper,Reef,2,Sciaenidae,Leiostomus xanthurus,152,207,1,,,,,Digestate,1,IV,0.0010,100.00
Fall,10,26,2006,Upper,Reef,2,Sciaenidae,Bairdiella chrysoura,175,208,1,,,,,Digestate,1,IV,0.0100,100.00
Fall,10,26,2006,Upper,Reef,2,Ariidae,Arius felis,215,209,2,Arthropoda,Malacostraca,Decapoda,,Crab parts,1,II,0.1500,53.38
Fall,10,26,2006,Upper,Reef,2,Ariidae,Arius felis,215,209,2,,,,,Digestate,1,IV,0.1000,35.59
Fall,10,26,2006,Upper,Reef,2,Ariidae,Arius felis,215,209,2,Arthropoda,Insecta,Diptera,,Diptera ,1,II,0.0010,0.36
Fall,10,26,2006,Upper,Reef,2,Ariidae,Arius felis,215,209,2,Vertebrata,Actinopterygii,,,Fish Eyeball,1,III,0.0100,3.56
Fall,10,26,2006,Upper,Reef,2,Ariidae,Arius felis,215,209,2,Arthropoda,Malacostraca,Decapoda,Menippidae,Menippe adina,1,III,0.0200,7.12
Fall,10,26,2006,Upper,Reef,2,Ariidae,Arius felis,216,210,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,26,2006,Upper,Reef,2,Ariidae,Arius felis,224,211,2,Arthropoda,Malacostraca,Decapoda,,Crab claw,1,III,0.0010,0.29
Fall,10,26,2006,Upper,Reef,2,Ariidae,Arius felis,224,211,2,,,,,Digestate,1,IV,0.2000,57.80
Fall,10,26,2006,Upper,Reef,2,Ariidae,Arius felis,224,211,2,Arthropoda,Maxilliopoda,Poecilostomatoida,Ergasilidae,Ergasilus sp.,1,I,0.0050,1.45
Fall,10,26,2006,Upper,Reef,2,Ariidae,Arius felis,224,211,2,Vertebrata,Actinopterygii,,,Fish scale,8,III,0.0500,14.45
Fall,10,26,2006,Upper,Reef,2,Ariidae,Arius felis,224,211,2,Arthropoda,Malacostraca,Decapoda,Menippidae,Menippe adina,1,III,0.0800,23.12
Fall,10,26,2006,Upper,Reef,2,Ariidae,Arius felis,224,211,2,Mollusca,,,,Shell Hash,5,IV,0.0100,2.89
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Menticirrhus littoralis,236,212,3,Arthropoda,Malacostraca,Decapoda,Peneaidae,Penaeid shrimp,3,I,6.5000,100.00
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Menticirrhus littoralis,262,213,1,Vertebrata,Actinopterygii,,,Fish Tissue,1,II,0.1500,17.65
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Menticirrhus littoralis,262,213,1,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.1000,11.76
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Menticirrhus littoralis,262,213,1,Arthropoda,Malacostraca,Decapoda,Menippidae,Menippe adina,1,III,0.4000,47.06
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Menticirrhus littoralis,262,213,1,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonetes vulgaris,1,II,0.2000,23.53
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Pogonias cromis,312,214,1,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.0100,100.00
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Pogonias cromis,370,215,1,Arthropoda,Malacostraca,Decapoda,,Anomura,1,II,0.0100,1.96
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Pogonias cromis,370,215,1,,,,,Digestate,1,IV,0.1000,19.57
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Pogonias cromis,370,215,1,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae�,Erichtonius brasiliensis,10,I,0.1000,19.57
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Pogonias cromis,370,215,1,Vertebrata,Actinopterygii,,,Fish Tissue,1,II,0.2000,39.14
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Pogonias cromis,370,215,1,Annelida,Polychaeta,,,Polycheate,1,II,0.0500,9.78
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Pogonias cromis,370,215,1,Mollusca,,,,Shell Hash,1,IV,0.0500,9.78
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Pogonias cromis,370,215,1,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xanthidae,1,II,0.0010,0.20
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Bairdiella chrysoura,182,216,3,Arthropoda,Malacostraca,Mysida,,Mysidae,10,II,0.0500,5.88
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Bairdiella chrysoura,182,216,3,Arthropoda,Malacostraca,Decapoda,Peneaidae,Penaeid shrimp,2,I,0.8000,94.12
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Bairdiella chrysoura,196,217,3,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Aegathoa oculata,1,II,0.0100,0.79
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Bairdiella chrysoura,196,217,3,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.0100,0.79
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Bairdiella chrysoura,196,217,3,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonetes vulgaris,2,I,0.2500,19.69
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Bairdiella chrysoura,196,217,3,Arthropoda,Malacostraca,Decapoda,Peneaidae,Penaeid shrimp,4,I,1.0000,78.74
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Bairdiella chrysoura,183,218,2,,,,,Digestate,1,IV,0.0500,83.33
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Bairdiella chrysoura,183,218,2,Arthropoda,Malacostraca,Isopoda,Idoteidae,Erichsonella,1,I,0.0100,16.67
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Sciaenops ocellatus,420,219,4,Arthropoda,,,,Acrididae�,1,III,0.4000,3.25
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Sciaenops ocellatus,420,219,4,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,2,I,8.0000,65.04
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Sciaenops ocellatus,420,219,4,,,,,Digestate,1,IV,0.4000,3.25
Fall,10,27,2006,Lower,Marsh edge,1,Sciaenidae,Sciaenops ocellatus,420,219,4,Vertebrata,Actinopterygii,,,Fish tissue (otoliths),1,II,3.5000,28.46
Fall,10,27,2006,Lower,Marsh edge,1,Sparidae,Archosargus probatocephalus,252,220,3,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,1.0000,100.00
Fall,10,27,2006,Lower,Marsh edge,1,Sparidae,Archosargus probatocephalus,402,221,2,Rhodophyta,Rhodophyceae,,,Rhodophyta,1,IV,0.5000,100.00
Fall,10,27,2006,Lower,Marsh edge,1,Sparidae,Archosargus probatocephalus,402,222,2,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.0100,100.00
Fall,10,27,2006,Lower,Marsh edge,1,Sparidae,Archosargus probatocephalus,379,223,3,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.2000,1.57
Fall,10,27,2006,Lower,Marsh edge,1,Sparidae,Archosargus probatocephalus,379,223,3,Rhodophyta,Rhodophyceae,,,Rhodophyta,1,IV,12.5000,98.43
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Sciaenops ocellatus,424,224,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Sciaenops ocellatus,355,225,4,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus heterochaelis,2,I,1.3000,23.09
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Sciaenops ocellatus,355,225,4,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,1,I,3.5000,62.17
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Sciaenops ocellatus,355,225,4,,,,,Digestate,1,IV,0.5000,8.88
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Sciaenops ocellatus,355,225,4,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.0800,1.42
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Sciaenops ocellatus,355,225,4,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonetes vulgaris,2,I,0.2000,3.55
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Sciaenops ocellatus,355,225,4,Annelida,Polychaeta,,,Polycheate tube,1,II,0.0500,0.89
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Pogonias cromis,322,226,1,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca spp.,4,I,0.0080,3.36
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Pogonias cromis,322,226,1,,,,,Digestate,1,IV,0.2000,84.03
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Pogonias cromis,322,226,1,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.0300,12.61
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Pogonias cromis,306,227,2,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca spp.,2,I,0.0100,1.45
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Pogonias cromis,306,227,2,,,,,Digestate,1,IV,0.6000,86.96
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Pogonias cromis,306,227,2,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xanthidae,1,I,0.0800,11.59
Fall,10,27,2006,Lower,Marsh edge,2,Sparidae,Archosargus probatocephalus,252,228,1,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.4000,100.00
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Leiostomus xanthurus,170,229,1,,,,,Digestate,1,IV,0.0100,66.67
Fall,10,27,2006,Lower,Marsh edge,2,Sciaenidae,Leiostomus xanthurus,170,229,1,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.0050,33.33
Fall,10,27,2006,Lower,Marsh edge,2,Sparidae,Archosargus probatocephalus,502,230,0,,,,,Empty,0,NA,0.0000,0.00
Fall,10,27,2006,Lower,Marsh edge,2,Sparidae,Archosargus probatocephalus,235,231,1,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,4.0000,50.00
