System	NodeID	SpeciesID	StageID	Stage	SpeciesID.StageID	WorkingName	OrganismalGroup	NodeType	Resolution	ResolutionNotes	Feeding	Lifestyle(stage)	Lifestyle(species)	ConsumerStrategy(stage)	HabitatAffiliation	Mobility	Residency	NativeStatus	BodySize(g)	BodySizeSD	BodySizeN	BodySizeEstimation	BodySizeNotes	Abundance(no./ha)	Abundance95%CL	AbundanceDF	Biomass(kg/ha)	Biomass95%CL	BiomassDF	BiomassEstimation	BiomassNotes	Kingdom	Phylum	Subphylum	Superclass	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Genus	SpecificEpithet	NodeNotes
CSM	320	274	1	adult	274.1	renic	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000031			approximation	set equal to  congener (renc)				0.000002			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae			
CSM	321	275	1	adult	275.1	small cyathocotylid	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000052			approximation	set equal to confamilial meso				0.0000045			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	322	276	1	adult	276.1	Maritrema sp.	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000028			approximation	average of several Maritrema from literature				0.000026			extrapolation from other estuary	from csm	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Maritrema	sp.	
CSM	323	277	1	adult	277.1	Stictodora hancocki	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000029			species	volumetric; literature (Martin 1950)				0.000017			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Stictodora	hancocki	
CSM	325	279	1	adult	279.1	unk a/sm meso	trematode	life stage	Species		feeding	infectious	infectious	macroparasite													6.1846e-8			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	326	280	1	adult	280.1	unk c	trematode	life stage	Species		feeding	infectious	infectious	macroparasite													3.379e-12			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea								
CSM	327	233	2	parthenitae	233.2	Acanthoparyphium spinulosum	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.04343062	0.01194345	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	2535.13	1788.64865	10.8457054	0.1057794	0.06959916	10.5599803	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Acanthoparyphium	spinulosum	
CSM	328	234	2	parthenitae	234.2	microphallid-assiminea	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.0004309		1	approximation	applied average proportional mass of 15 trematode species in Hechinger et al (2009) to local host mass frequency distributions	147519.58	409580.009	4	0.0635665	0.1764888	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			
CSM	329	235	2	parthenitae	235.2	Austrobilharzia sp.	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.04890922	0.01304819	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	533.49	387.710888	6.92004934	0.0271277	0.02026085	6.93163371	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Schistosomatidae	Austrobilharzia	sp.	
CSM	331	237	2	parthenitae	237.2	Catatropis johnstoni	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.03948466	0.01320705	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	487.43	510.571341	7.03049928	0.0140477	0.01251799	7.0428428	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Notocotylidae	Catatropis	johnstoni	
CSM	332	238	2	parthenitae	238.2	Cloacitrema michiganiensis	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.05809193	0.01448815	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	1546.23	1464.37319	5.96138636	0.0865179	0.08560981	4.96468624	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Cloacitrema	michiganiensis	
CSM	333	239	2	parthenitae	239.2	Euhaplorchis californiensis	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.04177776	0.01040675	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	26028.29	27552.4361	7.00488801	0.991489	0.97833626	7.01782455	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Euhaplorchis	californiensis	
CSM	335	245	2	parthenitae	245.2	Himasthla rhigedana	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.0536798	0.01328424	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	7592.15	7623.5532	10.5147268	0.4043369	0.40130443	8.46669257	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	rhigedana	
CSM	336	246	2	parthenitae	246.2	Himasthla B	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.05438456	0.01525595	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	12451.64	15130.7844	4.95556398	0.7412188	1.00575735	4.57677001	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
CSM	337	247	2	parthenitae	247.2	Hysterolecitha trilocalis	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.00048544		24	population	applied average proportional mass of 15 trematode species in Hechinger et al (2009) to local host mass frequency distributions	4420.12			0.0019647			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	matched these unk hemiurid parthenitae/cercariae to Hysterolecitha adults
CSM	338	250	2	parthenitae	250.2	Renicola sp.	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.04351237	0.01577758	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	1569.55	2192.66116	4.41904993	0.0630482	0.08401241	4.2717043	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
CSM	342	265	2	parthenitae	265.2	Mesostephanus appendiculatus	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.04300827	0.01263352	15	population	applied average proportional mass of similar species, renb & cata (Hechinger et al 2009), to local host mass frequency distributions	72.71	114.542452	7	0.0029022	0.00479654	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
CSM	343	266	2	parthenitae	266.2	Parorchis acanthus	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.06646893	0.02315299	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	515.41	488.912729	5.37704147	0.0291954	0.03338074	4.43450295	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
CSM	344	268	2	parthenitae	268.2	Phocitremoides ovale	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.03357508	0.01288209	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	881.57	635.348696	8.01887982	0.0290717	0.02200914	7.37226252	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
CSM	345	269	2	parthenitae	269.2	Probolocoryphe species A	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.09457275	0.02609155	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	2834.82	3529.5755	7.92291685	0.2402602	0.28858011	9.03102049	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Probolocoryphe	species A	
CSM	346	271	2	parthenitae	271.2	Pygidiopsoides spindalis	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.03579704	0.00990405	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	1267.10	1432.57593	7.00371698	0.0393483	0.04491443	7.02376709	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Pygidiopsoides	spindalis	
CSM	347	272	2	parthenitae	272.2	Renicola buchanani	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.03633873	0.01036479	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	3110.79	1600.54243	10.6160066	0.0996038	0.05518127	6.85640943	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	buchanani	
CSM	348	273	2	parthenitae	273.2	Renicola cerithidicola	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.0369169	0.01205915	15	population	applied proportional mass of similar congener, renb (Hechinger et al 2009), to local host mass frequency distributions	16.35	35.2161703	4.11860183	0.0005893	0.00125165	4.15684512	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	cerithidicola	
CSM	349	275	2	parthenitae	275.2	small cyathocotylid	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.03824933	0.00892929	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	1259.33	1727.94714	7.00341594	0.0390925	0.04887244	7.00645293	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	350	276	2	parthenitae	276.2	Maritrema sp.	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.045945		19	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions		0.00117088	10.4631674		6.2927e-8	11.4898151			Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Maritrema	sp.	
CSM	351	277	2	parthenitae	277.2	Stictodora hancocki	trematode	life stage	Species		feeding	infectious	infectious	parasitic castrator					0.0360053	0.00717025	15	population	applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions	3490.43	2593.10393	8.07569497	0.1295232	0.09621572	8.37700749	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Stictodora	hancocki	
CSM	353	233	3	cercaria	233.3	Acanthoparyphium spinulosum	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.2087e-6			species	volumetric; literature (Martin and Adams 1961)				0.0001963			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Acanthoparyphium	spinulosum	
CSM	354	234	3	cercaria	234.3	microphallid-assiminea	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.20365e-7		1	species	volumetric				0.000505			approximation, quantified ratio	average relationship between cercarial production and parthenital mass from Kuris et al 2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			
CSM	355	235	3	cercaria	235.3	Austrobilharzia sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			3.32525e-7			species	volumetric; literature (Short & Holliman 1961)				8.0645e-8			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Schistosomatidae	Austrobilharzia	sp.	
CSM	357	237	3	cercaria	237.3	Catatropis johnstoni	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.65973e-6		9	species	volumetric				0.0000637			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Notocotylidae	Catatropis	johnstoni	
CSM	358	238	3	cercaria	238.3	Cloacitrema michiganiensis	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.31279e-6			species	volumetric; literature (Martin 1972)				0.0001227			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Cloacitrema	michiganiensis	
CSM	359	239	3	cercaria	239.3	Euhaplorchis californiensis	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			4.2585e-7			species	volumetric; literature (Martin 1950)				0.0027741			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Euhaplorchis	californiensis	
CSM	360	240	3	cercaria	240.3	fat cyathocotylid	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	364	244	3	cercaria	244.3	hemiurid	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae			
CSM	365	245	3	cercaria	245.3	Himasthla rhigedana	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			6.17848e-6			species	volumetric; literature (Adams and Martin 1963)				0.0129382			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	rhigedana	
CSM	366	246	3	cercaria	246.3	Himasthla B	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			4.19069e-6		8	species	volumetric				0.0074175			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
CSM	367	247	3	cercaria	247.3	Hysterolecitha trilocalis	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate											0.0011864			approximation, quantified ratio	average relationship between cercarial production and parthenital mass from Kuris et al 2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	
CSM	369	250	3	cercaria	250.3	Renicola sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			4.95303e-7		74	species	volumetric				1.7121e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
CSM	370	251	3	cercaria	251.3	mc aorta	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			
CSM	374	255	3	cercaria	255.3	mc unk acteo	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
CSM	384	265	3	cercaria	265.3	Mesostephanus appendiculatus	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			6.28224e-7			species	volumetric; literature (Martin 1961)				1.4982e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
CSM	385	266	3	cercaria	266.3	Parorchis acanthus	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.35884e-6		8	species	volumetric				0.0001898			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
CSM	386	267	3	cercaria	267.3	Parvatrema sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			8.27374e-7			approximation	equal mcerc/2									Animalia	Platyhelminthes			Trematoda	Digenea					Gymnophallidae	Parvatrema	sp.	
CSM	387	268	3	cercaria	268.3	Phocitremoides ovale	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.97306e-7			species	volumetric; literature (Martin 1950)				1.8263e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
CSM	388	269	3	cercaria	269.3	Probolocoryphe species A	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.47727e-7			species	volumetric; literature (Sarkisian 1957)				6.2268e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Probolocoryphe	species A	
CSM	390	271	3	cercaria	271.3	Pygidiopsoides spindalis	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			5.30825e-8			species	volumetric; literature (Martin 1964)				7.2616e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Pygidiopsoides	spindalis	
CSM	391	272	3	cercaria	272.3	Renicola buchanani	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.35885e-6			species	volumetric; literature (Martin & Gregory 1951)				0.0001878			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	buchanani	
CSM	392	273	3	cercaria	273.3	Renicola cerithidicola	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			9.23822e-8			species	volumetric; literature (Martin 1971)				1.0769e-7			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	cerithidicola	
CSM	393	274	3	cercaria	274.3	renic	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			9.23822e-8			approximation	set equal to renc									Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae			
CSM	394	275	3	cercaria	275.3	small cyathocotylid	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.59364e-7		4	species	volumetric				0.0003259			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	395	276	3	cercaria	276.3	Maritrema sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.07037e-7		4	species	volumetric									Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Maritrema	sp.	
CSM	396	277	3	cercaria	277.3	Stictodora hancocki	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			6.27785e-7			species	volumetric; literature (Martin 1950)				0.0018052			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Stictodora	hancocki	
CSM	399	279	3	cercaria	279.3	unk a/sm meso	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	400	280	3	cercaria	280.3	unk c	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
CSM	401	237	4	metacercaria	237.4	Catatropis johnstoni	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					0.0000012		26	species	volumetric; literature (Martin 1956)	83815.75	192545.388	4.00495614	0.0001006	0.00023105	4.00495614	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Notocotylidae	Catatropis	johnstoni	
CSM	402	238	4	metacercaria	238.4	Cloacitrema michiganiensis	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					0.0000157		3	approximation	volumetric; species indistinguished from confamilial, PARO	1068698.00	7.91129e-6	7	0.0175	1.2421e-13	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Cloacitrema	michiganiensis	
CSM	403	245	4	metacercaria	245.4	Himasthla rhigedana	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					5.79074e-5		6	species	volumetric	1043979.03	935111.5	4.40431589	0.0604502	0.05414264	4.40441929	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	rhigedana	
CSM	404	266	4	metacercaria	266.4	Parorchis acanthus	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					0.0000157		3	approximation	volumetric; species indistinguished from confamilial, PARO	1984724.00	2.90803e-6	7	0.0325	4.5656e-14	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
CSM	406	233	4	metacercaria	233.4	Acanthoparyphium spinulosum	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000372		3	species	volumetric	106286837	110613053	7.00033235	3.9538703	4.11480559	7.00033235	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Acanthoparyphium	spinulosum	
CSM	407	234	4	metacercaria	234.4	microphallid-assiminea	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.00010115		1	species	volumetric	5874.61	10504.1762	4.09230898	0.0005942	0.00106248	4.09230898	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			matched these unk microphallid mcercs to unk microphallid parthenitae in Assiminea californica
CSM	408	239	4	metacercaria	239.4	Euhaplorchis californiensis	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.37676e-6		25	species	volumetric	18104540.6	26970960.9	5.3942982	0.0249256	0.03713254	5.3942982	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Euhaplorchis	californiensis	
CSM	409	240	4	metacercaria	240.4	fat cyathocotylid	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.69908e-6		2	species	volumetric	1397.59	2130.87795	7.00000004	2.3746e-6	3.62053e-6	7.00000004	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	413	244	4	metacercaria	244.4	hemiurid	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													0.0009919			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae			
CSM	414	246	4	metacercaria	246.4	Himasthla B	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000827		9	species	volumetric	1158139.96	1070753.91	7.92312068	0.0957782	0.08855135	7.92312068	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
CSM	415	247	4	metacercaria	247.4	Hysterolecitha trilocalis	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													0.4330272			approximation, ratio	set equal to cerc annual productivity)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	
CSM	417	250	4	metacercaria	250.4	Renicola sp.	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000117		4	species	volumetric	4632016.07	7686229.89	4.00549967	0.0541946	0.08992889	4.00549967	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
CSM	418	251	4	metacercaria	251.4	mc aorta	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					5.2764e-5			approximation	set equal to smmi mcerc	673.77	1069.45826	7	3.555e-5	5.64289e-5	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			
CSM	422	255	4	metacercaria	255.4	mc unk acteo	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000523			approximation	set equal to renic size	7390.44	9393.10985	7.01997709	0.0003865	0.00049126	7.01997709	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
CSM	432	265	4	metacercaria	265.4	Mesostephanus appendiculatus	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.97716e-5			species	volumetric; literature (Martin 1961)	158470.14	142733.447	7.00004523	0.0031332	0.00282207	7.00004523	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
CSM	433	267	4	metacercaria	267.4	Parvatrema sp.	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000017		1	species	volumetric	215957.70	510658.806	7	0.0003671	0.00086812	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Gymnophallidae	Parvatrema	sp.	
CSM	434	268	4	metacercaria	268.4	Phocitremoides ovale	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					2.82968e-6		1	species	volumetric; literature (Martin 1950)	1856698.88	1125480.88	7.09924593	0.0052539	0.00318475	7.09924593	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
CSM	435	269	4	metacercaria	269.4	Probolocoryphe species A	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.00004312		21	species	volumetric	1285582.34	1200902.15	7.50457672	0.0554343	0.0517829	7.50457672	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Probolocoryphe	species A	
CSM	437	271	4	metacercaria	271.4	Pygidiopsoides spindalis	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.29591e-7		18	species	volumetric; literature (Martin 1954)	18153633.3	19867239.8	8.1613168	0.0023526	0.00257462	8.1613168	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Pygidiopsoides	spindalis	
CSM	438	272	4	metacercaria	272.4	Renicola buchanani	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					3.74393e-6		18	species	volumetric	2546347.95	4464587.33	4.049156	0.0095334	0.0167151	4.049156	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	buchanani	
CSM	439	273	4	metacercaria	273.4	Renicola cerithidicola	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000022		1	species	volumetric	61.71	85.992935	7	1.3576e-7	1.89184e-7	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	cerithidicola	
CSM	440	274	4	metacercaria	274.4	renic	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000523		3	species	volumetric	232381.08	250282.219	4.35924615	0.0121535	0.01308976	4.35924615	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae			
CSM	441	275	4	metacercaria	275.4	small cyathocotylid	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					8.31684e-7		1	species	volumetric	5730283.86	5956547.2	4.58706052	0.0047658	0.00495397	4.58706052	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	442	276	4	metacercaria	276.4	Maritrema sp.	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000528		1	species	volumetric	785467.76	1261811.42	7	0.0414727	0.06662364	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Maritrema	sp.	
